User Query,Bot Response,Class
what documents do i need to submit after the loan amount is disbursed,"you can keep the original car documents, registration certificate, insurance policy and tax papers with you; but you need to submit photocopies of these documents to the bank.",loans
what happens if the car meets with an accident,"in the event of an accident, the first step is to inform the insurance company. the company then sends a surveyor to assess the extent of damages to the car. your claim is then processed and paid directly to us, unless you have taken an noc from the bank in which case the payment will be made by the insurance company in your favour. the bank normally gives you an noc if you are regular in your payments. in case of a complete loss, the bank will receive the payment directly from the insurance company.",loans
can i get finance for insurance and registration,no. the ex-showroom price is considered which does not cover insurance and registration charges.,loans
how much loan can i get,the amount of the loan you can get depends on: the cost of the vehicle the type of vehicle (standard/premium) the percentage of finance offered,loans
can i sell my car before i repay my loan,"no, you cannot sell your car unless you repay your loan. an noc is required from the financier before you can sell your car.",loans
how much time will it take to change the mode of repayment/ account to repay my loan,"it will take 25 working days to activate the revised instructions. in case your next instalment falls due prior to the 25 day period, instructions already lodged with us will be presented for payment.",loans
what is de-pledge,removal of a pledge from the security to regain the rights over the security is called de-pledge. *conditions apply,loans
what is guarantor,a guarantor is a person who guarantees to pay for someone else's debt if he or she should default on a loan obligation.,loans
what is amortization,amortization is paying off debts in regular instalments over a period of time.,loans
what is pledge,a right over the security is created in favour of m&n  bank. hence shares cannot be transferred or sold by the customer or shareholder.,loans
what is rtgs,"rtgs is the real time gross settlement which is used for the transfer of amounts of rs. 1,00,000 or more from one bank account to another bank account (any bank located anywhere in india if attached with an internet system) at very minimal charges. the amount is credited into the beneficiary's account in real time. for amounts less than rs. 1,00,000 we use neft( national electronic fund transfer).",loans
what is neft,the national electronic funds transfer (neft) system is a nation-wide funds transfer system to facilitate transfer of funds from any bank branch to any other bank branch.,loans
what is si,"si stands for standing instructions. it is one of the modes you can use to repay a loan, wherein your m&n  bank account is directly debited for the emi amounts, based on your specific instructions in the form of the standing instructions mandate.",loans
what is cibil,"cibil stands for credit information bureau india limited. cibil's aim is to fulfil the need of credit granting institutions for comprehensive credit information by collecting, collating and disseminating credit information pertaining to both commercial and consumer borrowers, to a closed user group of members. banks, financial institutions, non-banking financial companies, housing finance companies and credit card companies use cibil's services. data sharing is based on the principle of reciprocity, which means that only members who have submitted all their credit data may access credit information reports from cibil. the establishment of cibil is an effort made by the government of india and the reserve bank of india to improve the functionality and stability of the indian financial system by containing npas while improving credit grantors' portfolio quality. cibil provides a vital service, which allows its members to make informed, objective and faster credit decisions. view more",loans
which documents should i carry at the time of visiting m&n  bank,"you need to carry an agreement number, self-attested identification proof containing your signature to avail of any information / deliverable along with a written request and produce the documents at the customer service desk. if you want to change your address / contact details, you need to submit an address change request along with a self-attested copy of your revised address proof. the request form for address change is available on the form centre of m&n  bank website. view more",loans
who can resolve my queries,"for your queries related to loans (other than home loans), please visit the nearest retail asset branch. you can also write to us at www.m&n bank.com/services with the following verification details or contact your nearest phonebanking officer: loan account number name of applicant / loan favouring date of birth of the applicant (as provided in loan application form) correspondence address loan amount emi amount mode of repayment (standing instruction / ecs / post date cheques) bank name and account number from which the emis are collected query / complain view more",loans
how do i obtain a noc from the bank for fitting an lpg/cng kit on my vehicle under finance with m&n  bank,"you may obtain the noc for fitting an lpg/cng kit on your registered vehicle under finance with us by visiting any of our the retail loan service center and submitting the following documents: request form for lpg/cng noc. self attested copy of the registration certificate book, duly self attested by you, along with the original registration certificate book for validation. applicable fee of rs. 500/- vide a cheque/payorder/demand draft favouring m&n  bank ltd loan account no. << >>. in case a bearer submits the request on your behalf, a bearer authorisation along with kyc documents (self attested copy and original for validation) of the bearer, i.e. identity and signature proof like pan card, aadhar card, driving license or passport copy will also need to be provided. view more",loans
how do i obtain a noc from the bank for settling a partial loss insurance claim for a vehicle under finance with m&n  bank,"you may obtain the noc to settle the partial insurance claim in your favour, provided there are no outstandings to your loan account, by visiting any of our retail loan service center and submitting the following documents: request form for applying for the required noc. original insurance policy (will be returned back to you at the centre, post validation). copy of the insurance policy, duly self attested by you. claim voucher provided by insurance company applicable fee of rs. 500/- vide a cheque/payorder/demand draft favouring m&n  bank ltd loan account no. << >>. in case a bearer submits the request on your behalf, a bearer authorisation along with kyc documents(self attested copy and original for validation) of the bearer, i.e. identity and signature proof like pan card, aadhar card, driving license or passport copy will also need to be provided. note, for total loss, claims will be settled in favour of the bank to close the loan based on the loan pre-termination statement as on the date of request and in case of any excess claim received from the insurance company, a refund will be made favouring the customer. view more",loans
how can i get my address changed in my loan account,"in order to change your address in our records, we request you to visit the retail loan service center and submit the following documents: request form for address change. self attested copy of your revised address proof along with the original address proof for validation. in case a bearer submits the request on your behalf, a bearer authorisation along with kyc documents(self attested copy and original for validation) of the bearer,i.e. identity and signature proof like pan card, aadhar card, driving license or passport copy will also need to be provided.",loans
how do i obtain a noc from the bank if my registration certificate is mutilated and  i wish to apply for a duplicate registration certificate book for a vehicle under finance with m&n  bank,"you may obtain the noc for a duplicate registration certificate book for the said purpose by visiting any of our retail loan service center and submitting the following documents: request form for applying for the required noc. self attested copy of the registration certificate book, duly self attested by you, along with the original registration certificate book for validation. applicable fee of rs. 500//- vide a cheque/payorder/demand draft favouring m&n  bank ltd loan account no. << >>. in case a bearer submits the request on your behalf, a bearer authorisation along with kyc documents(self attested copy and original for validation) of the bearer, i.e. identity and signature proof like pan card, aadhar card, driving license or passport copy will also need to be provided. view more",loans
how do i obtain a noc from the bank if i have lost my registration certificate book for a vehicle under finance with m&n  bank,"you may obtain the noc for a duplicate registration certificate book for your vehicle loan, by visiting any of our retail loan service center and submitting the following documents: request form for applying for the required noc. self attested copy of the registration certificate book, duly self attested by you for validation. copy of fir or certificate from police or acknowledgement from police on written complaint with general diary no. applicable fee of rs. 500//- vide a cheque/payorder/demand draft favouring m&n  bank ltd loan account no. << >>. in case a bearer submits the request on your behalf, a bearer authorisation along with kyc documents(self attested copy and original for validation) of the bearer,i.e. identity and signature proof like pan card, aadhar card, driving license or passport copy will also need to be provided. view more",loans
how do i obtain a duplicate repayment schedule for my loan account,"you may obtain a duplicate repayment schedule for your loan account, free of charge by registering for our netbanking facility on www.m&n bank.com and download the repayment schedule for your linked loan account. alternatively, you may visit the nearest retail loan service center and submit the following documents: request form for duplicate repayment schedule. duplicate repayment schedule charges of rs.200/- favouring m&n  bank ltd loan account no. << >> in case a bearer submits the request on your behalf, a bearer authorisation along with kyc documents(self attested copy and original for validation) of the bearer, i.e. identity and signature proof like pan card, aadhar card, driving license or passport copy will also need to be provided view more",loans
what will be done with the post dated cheques if i request to change the mode of repayment/account for my loan,"post dated cheques(pdcs)/security cheques submitted towards loan repayment that have not been encashed, will be defaced and retained by the bank. in case, you wish to have your old post dated cheques(pdcs)/ security cheques to be returned to you, kindly lodge a request at the retail loan service center or through phonebanking or write us an email at www.m&n bank.com/services within 45 days from the date of application of change in repayment instructions. in case, we do not hear from you within the stipulated period, the defaced cheques will be destroyed.",loans
how do i obtain a duplicate noc/form 35 for a vehicle loan that has been closed and fully repaid,"you may obtain a duplicate noc/form 35 for your vehicle by visiting any of our the retail loan service center and submit the following documents: request form for duplicate noc/form 35. self attested copy of the registration certificate book, duly self attested by you, along with the original registration certificate book for validation. applicable fee of rs. 500/- vide a cheque/payorder/demand draft favouring â€œm&n  bank ltd loan account no. << >>. in case a bearer submits the request on your behalf, a bearer authorisation along with kyc documents(self attested copy and original for validation) of the bearer,i.e. identity and signature proof like pan card, aadhar card, driving license or passport copy will also need to be provided. please note that the loan closure noc/form 35 will not be issued if any of the following conditions apply: copy of rc book is not submitted the same vehicle is encumbered to the bank for any other loan facility any notice from a competent authority restraining the bank from release of hypothecation if there are any existing over dues, direct or otherwise, in your name view more",loans
how can i change the mode of repayment/ account for my loan,"in the event that you wish to change the mode of repayment/bank account for your loan repayment, you may visit the nearest the retail loan service center and submit your request with the revised account mandate/instructions. you can opt to repay through alternate repayment instructions as follows: 1) standing instructions: we offer the standing instructions (si) facility whereby we can directly debit your m&n  bank account for emi amounts on due dates. please submit the following at your nearest retail loan service centre: request form for swap of repayment instructions. 3 security cheques favoring m&n  bank ltd loan account no. << >>, each undated and filled with a value equal to the sum of 3 emis. si mandate duly filled and verified by m&n  bank. in case a bearer submits the request on your behalf, a bearer authorisation along with kyc documents(self attested copy and original for validation) of the bearer,i.e. identity and signature proof like pan card, aadhar card, driving license or passport copy will also need to be provided. 2) electronic clearing service (ecs): we offer the ecs facility whereby we can directly debit your non-m&n  bank account for emi amounts on due dates. please submit the following at your nearest retail loan service centre: request form for swap of repayment instructions. security cheques favoring m&n  bank ltd loan account no. << >> *** ecs mandate duly filled and verified by your banker. ach(automated clearing house) mandate. swap charges of rs.500/- favouring m&n  bank ltd loan account no. << >> in case a bearer submits the request on your behalf, a bearer authorisation along with kyc documents(self attested copy and original for validation) of the bearer,i.e. identity and signature proof like pan card, aadhar card, driving license or passport copy will also need to be provided. ***security cheques: you need to issue 1 security cheque for every 6 equated monthly installments (emi). the amount on each security undated cheque should be equal to the sum of 3 emis. for example, if your emi amount is rs. 1000 and you have paid 18 emis for a 36 month loan tenure, you need to submit 3 security cheques of rs. 3000 each. 3) post-dated cheques (this mode is allowed only if the location is non ecs): please submit the following documents at your nearest the retail loan service center : request form for swap of repayment instructions revised post dated cheques in favour of m&n  bank ltd loan account no. << >> for the balance emis. ach(automated clearing house) mandate swap charges of rs.500/- favouring m&n  bank ltd loan account no. << >> in case a bearer submits the request on your behalf, a bearer authorisation along with kyc documents(self attested copy and original for validation) of the bearer,i.e. identity and signature proof like pan card, aadhar card, driving license or passport copy will also need to be provided. view more",loans
what are the tenure options available,the choice is yours. you can choose any repayment option from 12 to 84 months all specially designed to suit your requirements.,loans
how much finance can i avail of on new car loans,"you can borrow up to 90% of the invoice value. however, the minimum loan amount is rs. 1,00,000.",loans
who can avail of m&n  bank new car loans,we offer new car loans to the following: 1. salaried individuals in the age group of 21 to 60 years (at the end of the tenure) 2. self-employed individuals in the age group of 21 to 65 years (at the end of the tenure) 3. partnership firms 4. public & private ltd. companies 5. hufs and trusts view more,loans
what are the special privileges that m&n  bank customers can avail of,"if you are an m&n  bank account holder, we have special rates of interest for you. if you have a preferred account or a corporate salary account with m&n  bank for more than 6 months, you can get fast approvals on your loans with minimal documentation. if you are an m&n  bank car loan customer with a clear repayment of 12 months or more we can top-up your car loan to the extent of the original loan value.",loans
do i have the option to pre-pay the entire loan amount,yes. you can pre-pay the loan any time after 6 months of availing of the loan. you just have to pay a small pre-payment fee on the outstanding loan amount.,loans
which cars can be financed for new car loans,we finance most passenger cars and multi-utility vehicles manufactured by india's leading automobile companies.,loans
what is the maximum amount i can borrow with an m&n  bank new car loans,you can borrow up to 3 times your annual salary if you are a salaried professional and 6 times your annual income if you are a self-employed professional **. **offers on specific models .terms & conditions apply.,loans
do i need a guarantor for new car loans,"no, but if your income does not meet our credit criteria then you may be required to have a gurantor/co-applicant. to stand surety for your loan.",loans
"if i don't have an account with m&n  bank, can i still avail of a new car loans",repayment is preferred from a m&n  bank account. having an account with m&n  bank helps in better eligibility and approval rates.,loans
how long will it take to process loan for new car loans,within 48 hours of completing documentation. type of location end-to-end tat* urban locations 5 days semi-urban & rural locations 7 days * end-to-end tat is login-to-disbursement turnaround time* tat calculated from the day complete loan application received by the bank,loans
do i need a co-applicant for a new car loan,"no, but if your income does not meet our credit criteria then you may be required to have a co-applicant.",loans
do i have the option of pre-paying the entire loan amount,yes. one can pre-pay the loan any time after 6 months of availing of the loan. one merely has to pay a small prepayment fee on the outstanding loan amount.,loans
so how do i get an m&n  bank car loan,"to get an m&n  bank new car loan, just fill the online application form or leave your number and our representative will get in touch with you shortly. or you can also call us or visit our branch. view more",loans
what are the most important guidelines post disbursements for new car loans,"registration certificate-important advise m&n  bank is in no way responsible for the delivery of the registration certificate. the borrower shall submit the certified true copy of the registration certificate relevant to the vehicle for which the loan has been taken.the registration certificate has to be submitted within 60 days of having taken delivery of the vehicle or 150 days from the date of disbursal of the loan whichever is earlier.the borrower is also required to submit copy of the insurance policy as well as invoice to the bank,within this period. vehicle delivery the role of m&n  bank is to be a finance provider to the borrower and hence the bank is not responsible for delay, non-delivery or any defect, damage in quality and workmanship of the vehicle. the bank is also not liable or responsible in case of defect or dispute of any nature in the title (even if the vehicle is found to be a stolen vehicle) or ownership of the vehicle. loan cancellation in case of loan cancellation requested by the borrower, in the event of non delivery of the vehicle,cancellation charges as well as interest charges till the time the refund of the loan is received from the dealer, will have to borne by the borrower. interstate nocs in the event of a borrower requiring a noc for purpose of interstate registration,in the event of a transfer of employment or any other reason, fees of rs 500 along with a refundable fixed deposit of rs 5000 will be charged.it will be the borrower's responsibility to provide the transferred registration certificate to the bank. we advise our customers to only deal with the bank empanelled direct sales associates.the bank shall take no responsibility for any transactions undertaken by the borrower with any unempaneled direct sales associates,who may claim association with the bank. it is also advised,that the customers should refrain from any dealings in cash with the bank's direct sales associates .borrowers should also not make any payments in cash/bearer cheque or kind in connection with the loan,to the executive,dealing with the borrower for purpose of the loan. view more",loans
do i have an option to pay a skipped/ missed emi for new car loans,"yes, you can pay your missed emi online. you need to provide your m&n  bank loan details, confirm payment towards m&n  bank loan account post which you will receive an online transaction confirmation and a transaction reference number. the link for making m&n  bank overdue loan repayment online is given below. https://www.billdesk.com/pgidsk/pgmerc/m&n emi/index.jsp .",loans
what are the charges i have to pay to change the mode of repayment/ account for my loan,a service charge of rs.500 is applicable for changes in loan repayment instructions issued from non-m&n  bank account (ecs or pdc facility). a cheque/payorder/demand draft for rs. 500 favouring m&n  bank ltd loan account no. << >> will be required along with the revised set of repayment instructions.,loans
what are the tenure options for pre-owned car loans,"the choice is with you. you can choose from any of the 5 well-placed repayment option of 12,24,36,48 or 60 months all specially designed to suit your requirements.",loans
how many times of my annual salary can i borrow with m&n  bank auto loan,you can borrow up to 3 times your annual salary if you are a salaried professional and 6 times your annual income if you are a self-employed professional **. **this would also vary with higher loan value,loans
do i need a guarantor for pre-owned car loans,"no, but if your income does not meet our credit criteria, then you may be required to have a guarantor to stand surety for your loan.",loans
how much finance can i avail of on pre-owned car loans,you can borrow up to 85% of the car valuation,loans
what are the special privileges that m&n  bank account holders can avail of,"if you have had a preferred account or a corporate salary account with m&n  bank for more than six months, you can get fast approvals on your loans with minimal documentation.",loans
what are the most important guidelines post disbursements for pre-owned car loans,"registration certificate-important advise m&n  bank is in no way responsible for the delivery of the registration certificate. the borrower shall submit the certified true copy of the registration certificate relevant to the vehicle for which the loan has been taken.the registration certificate has to be submitted within 60 days of having taken delivery of the vehicle or 150 days from the date of disbursal of the loan whichever is earlier.the borrower is also required to submit copy of the insurance policy as well as invoice to the bank,within this period. vehicle delivery the role of m&n  bank is to be a finance provider to the borrower and hence the bank is not responsible for delay, non-delivery or any defect, damage in quality and workmanship of the vehicle. the bank is also not liable or responsible in case of defect or dispute of any nature in the title (even if the vehicle is found to be a stolen vehicle) or ownership of the vehicle. loan cancellation in case of loan cancellation requested by the borrower, in the event of non delivery of the vehicle,cancellation charges as well as interest charges till the time the refund of the loan is received from the dealer, will have to borne by the borrower. interstate nocs in the event of a borrower requiring a noc for purpose of interstate registration,in the event of a transfer of employment or any other reason, fees of rs 500 along with a refundable fixed deposit of rs 5000 will be charged.it will be the borrower's responsibility to provide the transferred registration certificate to the bank. we advise our customers to only deal with the bank empanelled direct sales associates.the bank shall take no responsibility for any transactions undertaken by the borrower with any unempaneled direct sales associates,who may claim association with the bank. it is also advised,that the customers should refrain from any dealings in cash with the bank's direct sales associates .borrowers should also not make any payments in cash/bearer cheque or kind in connection with the loan,to the executive,dealing with the borrower for purpose of the loan. view more",loans
which cars can be financed for pre-owned car loans,we finance most of passenger cars manufactured by india's leading automobile companies,loans
what is the maximum amount i can borrow with an m&n  bank pre-owned car loans,"you can get an additional loan on your existing m&n  bank auto loan if you have a clear repayment track record of 12 months or more, till the extent of your existing loan amount at an attractive rate of interest.",loans
how long will it take to process loan for pre-owned car loans,within 48 hours of completing documentation.,loans
"if i don't have an account with m&n  bank, can i still avail of pre-owned car loans",repayment is preferred from a m&n  bank account. having an account with m&n  bank helps in better eligibility and approval rates.,loans
who can avail of m&n  bank pre-owned car loans,we offer pre-owned car loans to the following: 1. salaried individuals in the age group of 21 to 60 years (at the end of the tenure) 2. self-employed individuals in the age group of 21 to 65 years (at the end of the tenure) 3. partnership firms 4. public & private ltd. companies 5. hufs and trusts learn how to get an m&n  bank pre-owned car loans.,loans
so how do i get an m&n  bank pre-owned car loans,"to get an m&n  bank pre-owned car loans, just fill the online application form and our representative will get in touch with you shortly. or you can also call us or visit our branch.",loans
do i have an option to pay a skipped/ missed emi for pre-owned car loans,"yes, you can pay your missed emi online. you need to provide your m&n  bank loan details, confirm payment towards m&n  bank loan account post which you will receive an online transaction confirmation and a transaction reference number. the link for making m&n  bank overdue loan repayment online is given below. https://www.billdesk.com/pgidsk/pgmerc/m&n emi/index.jsp .",loans
so how do i get the loan against car,"to get the loan against car, just fill the online application form and our representative will get in touch with you shortly. or you can also call us or visit our branch.",loans
how long will it take to process loan for loan against car,you loan will be processed within 48 hours where asset verification/valuation is not required.,loans
does this require car verification / valuation,"non-m&n  bank financed cars will undergo car valuation and verification. if your car is m&n  bank financed, it may undergo verification depending on your credit requirements.",loans
which cars can be financed for loan against car,"any hatchbacks and sedans, excluding some models that are out of production can be financed. to know more give us a call or visit a branch.",loans
what are the tenure options for loan against car,the tenure options range from 12-60 months. the vehicle age at the end of loan against car tenure should not exceed 7 years (private usage) and 6 years (commercial use).,loans
who can avail the loan against car,"any applicant owning a car, including a fleet operator or taxi where the present vehicle age is not more than 60 months, can avail of the loan against car.",loans
do i need a guarantor for loan against car,no. the car itself acts as a security.,loans
how much finance can i avail of on loan against car,you can avail finance of up to 100% of original loan amount for a vehicle of 9 - 42 months vintage.,loans
do i have an option to pay a skipped/ missed emi for loan against car,"yes, you can pay your missed emi online. you need to provide your m&n  bank loan details, confirm payment towards m&n  bank loan account post which you will receive an online transaction confirmation and a transaction reference number. the link for making m&n  bank overdue loan repayment online is given below. https://www.billdesk.com/pgidsk/pgmerc/m&n emi/index.jsp .",loans
"if i don't have an account with m&n  bank, can i still avail of loans","yes, you can.",loans
whom do i contact in case of ay further queries regarding the loan,"you can apply online on the clicking on the below given link, also you can walk into any of our branches located in 11 mentioned locations and our sales managers will help you with your need",loans
what are the tenures for which i can avail this loan,"m&n  bank consumer durable loan is available in 12, 18, 24 and as long as 36 months",loans
which all locations m&n  bank consumer durable loan is available currently,"mumbai, delhi, bangalore, chennai, pune, hyderabad, jaipur, chandigarh, cochin, ahmedabad and kolkatta",loans
what is the minimum loan value/product value,we are funding products with loan value above rs 40000,loans
how can i change the mode of repayment/ account for my loan,"in the event that you wish to change the mode of repayment/bank account for your loan repayment, you may visit the nearest retail loan service center and submit your request with the revised account mandate/instructions. you can opt to repay through alternate repayment instructions as follows: 1) standing instructions: we offer the standing instructions (si) facility whereby we can directly debit your m&n  bank account for emi amounts on due dates. please submit the following at your nearest retail loan service center : request form for swap of repayment instructions. 3 security cheques favoring m&n  bank ltd loan account no. << >>, each undated and filled with a value equal to the sum of 3 emis. si mandate duly filled and verified by m&n  bank. in case a bearer submits the request on your behalf, a bearer authorisation along with kyc documents(self attested copy and original for validation) of the bearer,i.e. identity and signature proof like pan card, aadhar card, driving license or passport copy will also need to be provided. 2) electronic clearing service (ecs): we offer the ecs facility whereby we can directly debit your non-m&n  bank account for emi amounts on due dates. please submit the following at your nearest retail loan service center : request form for swap of repayment instructions. security cheques favoring m&n  bank ltd loan account no. << >> *** ecs mandate duly filled and verified by your banker. ach(automated clearing house) mandate. swap charges of rs.500/- favouring m&n  bank ltd loan account no. << >> in case a bearer submits the request on your behalf, a bearer authorisation along with kyc documents(self attested copy and original for validation) of the bearer,i.e. identity and signature proof like pan card, aadhar card, driving license or passport copy will also need to be provided. ***security cheques: you need to issue 1 security cheque for every 6 equated monthly installments (emi). the amount on each security undated cheque should be equal to the sum of 3 emis. for example, if your emi amount is rs. 1000 and you have paid 18 emis for a 36 month loan tenure, you need to submit 3 security cheques of rs. 3000 each. 3) post-dated cheques (this mode is allowed only if the location is non ecs): please submit the following documents at your nearest retail loan service center : request form for swap of repayment instructions revised post dated cheques in favour of m&n  bank ltd loan account no. << >> for the balance emis. ach(automated clearing house) mandate swap charges of rs.500/- favouring m&n  bank ltd loan account no. << >> in case a bearer submits the request on your behalf, a bearer authorisation along with kyc documents(self attested copy and original for validation) of the bearer,i.e. identity and signature proof like pan card, aadhar card, driving license or passport copy will also need to be provided. view more",loans
how can i get my address changed in my loan account,"in order to change your address in our records, you may visit the nearest retail loan service center (link to open )and submit the following documents: request form for address change. self attested copy of your revised address proof along with the original address proof for validation. in case a bearer submits the request on your behalf, a bearer authorisation along with kyc documents(self attested copy and original for validation) of the bearer, i.e. identity and signature proof like pan card, aadhar card, driving license or passport copy will also need to be provided.",loans
how much time will it take to change the mode of repayment/ account for your loan,"it will take 25 working days to activate the revised instructions. in case your next instalment falls due prior to the said period, an instruction already lodged with us will be presented for payment.",loans
how can i change the mode of repayment/ account for my loan,"in the event that you wish to change the mode of repayment/bank account for your loan repayment, you may visit the nearest the retail loan service center and submit your request with the revised account mandate/instructions. you can opt to repay through alternate repayment instructions as follows: 1) standing instructions: we offer the standing instructions (si) facility whereby we can directly debit your m&n  bank account for emi amounts on due dates. please submit the following at your nearest retail loan service centre: request form for swap of repayment instructions. 3 security cheques favoring m&n  bank ltd loan account no. << >>, each undated and filled with a value equal to the sum of 3 emis. si mandate duly filled and verified by m&n  bank. in case a bearer submits the request on your behalf, a bearer authorisation along with kyc documents(self attested copy and original for validation) of the bearer,i.e. identity and signature proof like pan card, aadhar card, driving license or passport copy will also need to be provided. 2) electronic clearing service (ecs): we offer the ecs facility whereby we can directly debit your non-m&n  bank account for emi amounts on due dates. please submit the following at your nearest retail loan service centre: request form for swap of repayment instructions. security cheques favoring m&n  bank ltd loan account no. << >> *** ecs mandate duly filled and verified by your banker. ach(automated clearing house) mandate. swap charges of rs.500/- favouring m&n  bank ltd loan account no. << >> in case a bearer submits the request on your behalf, a bearer authorisation along with kyc documents(self attested copy and original for validation) of the bearer,i.e. identity and signature proof like pan card, aadhar card, driving license or passport copy will also need to be provided. ***security cheques: you need to issue 1 security cheque for every 6 equated monthly installments (emi). the amount on each security undated cheque should be equal to the sum of 3 emis. for example, if your emi amount is rs. 1000 and you have paid 18 emis for a 36 month loan tenure, you need to submit 3 security cheques of rs. 3000 each. 3) post-dated cheques (this mode is allowed only if the location is non ecs): please submit the following documents at your nearest retail loan service center: request form for swap of repayment instructions revised post dated cheques in favour of m&n  bank ltd loan account no. << >> for the balance emis. ach(automated clearing house) mandate swap charges of rs.500/- favouring m&n  bank ltd loan account no. << >> in case a bearer submits the request on your behalf, a bearer authorisation along with kyc documents(self attested copy and original for validation) of the bearer,i.e. identity and signature proof like pan card, aadhar card, driving license or passport copy will also need to be provided. view more",loans
what are the charges i have to pay to change the mode of repayment/ account for my loan,a service charge of rs.500 is applicable for changes in loan repayment instructions issued from non-m&n  bank account (achstands for automated clearing house. it is a mode by which funds are automatically debited to your account every month to pay or a certain bill or fee. it helps so you donâ€™t have to remember every month to pay your regular bills. it is only done after a standing instruction is given by the account holder. or pdc facility). a cheque/payorder/demand draft for rs. 500 favouring â€œm&n  bank ltd loan account no. << >>â€ will be required along with the revised set of repayment instructions,loans
do i need to provide collateral to avail of an education loan (education loans for indian education),"for loans up to rs. 4 lakh - no collateral or third party guarantee is required for loans from rs. 4 lakh to rs. 7.5 lakh â€“ no collateral required, however third party guarantee is required for loans above rs. 7.5 lakh â€“ collateral is required. you can choose from any of the following acceptable collaterals: residential property m&n  bank fixed deposit lic/nsc/kvp view more",loans
what is the maximum loan amount i can get for studies in india,"to study in india, the maximum loan you can get is upto rs. 10 lacs.",loans
is there moratorium/repayment holiday available (education loans for indian education),yes. a moratorium/repayment holiday is available for select courses.,loans
which courses can i take an education loan for (education loans for indian education),you can take a education loan for indian education on the following courses: management courses (full-time) â€“ graduation + post graduation engineering courses ( government + private ) - graduation medicine - graduation + post graduation masters in computer application ( mca / mcm ) architecture - graduation + post graduation hotel and hospitality - graduation + post graduation agriculture - graduation + post graduation pure science - graduation + post graduation view more,loans
how do i know if i am eligible for the education loan for indian education,"if you are an indian resident/citizen, have got admission in a graduate/ post graduate course in a college/institute/university which is recognized by the ugc/aicte/aibms or icmr, then you are eligible for the m&n  bank student loan for indian education.",loans
how long is the tenure of the loan (education loans for indian education),the maximum repayment tenures are as below: for loans upto rs. 7.50 lacs - upto 10 years for loans above rs. 7.50 lacs - upto 15 years,loans
do i need a co-applicant for the loan (education loans for indian education),yes a co applicant is required for all full time courses. co-applicant could be parent/ guardian or spouse/ parent-in-law (if married),loans
what does 'moratorium period' mean (education loans for indian education),"a repayment moratorium (also called a repayment holiday) is the course work period + 1 year or 6 months after the student gets a job or starts earning, whichever is earlier.",loans
do i have to pay any margin money - my own funding (education loans for indian education),"margin money upto rs. 4.00 lacs - nil, for loans above rs. 4.00 lacs - 5%",loans
which course related expense does this loan cover (education loans for indian education),"apart from the basic course fee payable to the institution where you decide to study, the following expenses will be covered under the loan: exam/library/lab fees caution deposit / refundable deposit asked by the institution / building fund - supported by institution bills / receipts purchase of books/equipments/instrument/uniforms travel expenses/passage money for studies abroad purchase of computers - essential for completion of the course insurance miscellaneous expenses related to the course - like study tours, project work, thesis, etc. view more",loans
will the loan be disbursed in favour of the institute/college/university (education loans for indian education),yes. the tuition and hostel fees (if any) will be disbursed directly to the educational institute as per the schedule and structure of fees given by them.,loans
do i have to make any repayment during the moratorium period (education loans for indian education),you have the option of servicing simple interest during moratorium period. simple interest will be calculated on the loan amount disbursed payable monthly.,loans
what are the charges i have to pay to change the mode of repayment/ account for my loan,a service charge of rs.500 is applicable for changes in loan repayment instructions issued from non-m&n  bank account (ecs or pdc facility). a cheque/payorder/demand draft for rs. 500 favouring â€œm&n  bank ltd loan account no. << >>â€ will be required along with the revised set of repayment instructions,loans
what is the mode of repayment for student loan in india,"you have the option of repaying the loan through a standing instruction, achstands for automated clearing house. it is a mode by which funds are automatically debited to your account every month to pay or a certain bill or fee. it helps so you donâ€™t have to remember every month to pay your regular bills. it is only done after a standing instruction is given by the account holder. or post-dated cheques.",loans
which courses can i take an education loan for,you can take an education loan for the following: engineering/ms mba/pgbm medical hotel management *other courses may be considered on a case to case basis,loans
what all is the loan for â€“ study and stay or just study,"education loan is normally taken for financing tuition fees, living expenses (hostel etc.), books and periodicals and sometimes traveling",loans
why should i get loan sanction before admission,the preferred way to declare â€˜assured funds to universitiesâ€™ better acceptance of the sanction letter over the solvency letter increases your chances of getting admission to your dream college no last minute surprises specially during visa time: know your loan eligibility in advance quick and hassle free process to get a sanction letter,loans
is there a moratorium/ repayment holiday available,yes. a moratorium holiday is available for the select courses.,loans
what all is the loan for â€“ study and stay or just study,"education loan is normally taken for financing tuition fees, living expenses (hostel etc.), books and periodicals and sometimes traveling.",loans
who can be my co-borrowers,"relative with a good income and who can support your education loan application. typically it can be your father, mother, brother, sister, spouse, cousin, paternal uncle (chacha), paternal aunt (chachi), maternal uncle (mama), maternal aunt (mami), grandfather, grandmother.",loans
do i need a co-borrower for the loan,yes a co-applicant is required for all full time courses.,loans
who can apply for credila education loan,credila provides education loan to indian students for higher studies in india and abroad. credila has funded indian students for pursuing higher studies in over 2000 institutes across 36 countries.,loans
can i apply before confirmed admission,yes you can apply before securing an admission.,loans
how much loan can i get from credila,credila is the only lender that not only finances up to 100% of the cost of education but also gives education loan over rs. 20 lakh.,loans
when do i start paying my emi,credilaâ€™s unique education loan offers the flexibility of paying only simple interest (pemi) during the course period and principle plus interest (emi) after the completion of studies and grace period.,loans
